131.026	21.973
115.235	24.9841
131.034	21.9717
159.339	18.0687
132.688	21.6979
146.945	19.5927
127.287	22.6184
133.085	21.633
165.615	17.384
146.448	19.6592
159.152	18.0898
175.178	16.4349
127.697	22.5458
124.277	23.1663
122.034	23.5922
147.123	19.569
124.087	23.2018
128.418	22.4192
104.549	27.5376
147.726	19.4891
118.935	24.2069
156.623	18.382
134.988	21.3282
164.521	17.4995
171.841	16.7541
188.151	15.3018
180.15	15.9813
203.675	14.1354
149.644	19.2393
186.483	15.4386
174.329	16.5149
170.3	16.9057
132.278	21.765
121.965	23.6055
138.991	20.7138
148.163	19.4316
169.817	16.9538
147.159	19.5641
162.874	17.6765
106.639	26.9979
99.2637	29.004
134.45	21.4134
130.615	22.0422
119.067	24.1801
141.113	20.4023
48.5481	59.3028
47.0084	61.2453
48.1815	59.7541
55.4508	51.9206
52.8659	54.4593
