12000	12000	8	20	1	1
12000	12000	8	20	1	2
12000	12000	8	20	1	4
12000	12000	8	20	1	6
12000	12000	8	20	1	10
12000	12000	8	20	1	12
12000	12000	8	20	1	24
12000	12000	8	20	1	24
12000	12000	8	20	1	12
12000	12000	8	20	1	10
12000	12000	8	20	1	6
12000	12000	8	20	1	4
12000	12000	8	20	1	2
12000	12000	8	20	1	1
12000	12000	8	20	1	1
12000	12000	8	20	1	1
12000	12000	8	20	1	1
12000	12000	8	20	1	2
12000	12000	8	20	1	2
12000	12000	8	20	1	2
12000	12000	8	20	1	4
12000	12000	8	20	1	4
12000	12000	8	20	1	4
12000	12000	8	20	1	6
12000	12000	8	20	1	6
12000	12000	8	20	1	6
12000	12000	8	20	1	10
12000	12000	8	20	1	10
12000	12000	8	20	1	10
12000	12000	8	20	1	12
12000	12000	8	20	1	12
12000	12000	8	20	1	12
12000	12000	8	20	1	24
12000	12000	8	20	1	24
12000	12000	8	20	1	24
12000	12000	4	20	1	6
12000	12000	4	20	1	6
12000	12000	4	20	1	6
12000	12000	4	20	1	6
12000	12000	4	20	1	6
12000	12000	2	20	1	6
12000	12000	2	20	1	6
12000	12000	2	20	1	6
12000	12000	2	20	1	6
12000	12000	2	20	1	6
12000	12000	1	20	1	6
12000	12000	1	20	1	6
12000	12000	1	20	1	6
12000	12000	1	20	1	6
12000	12000	1	20	1	6
